,ms_id,text
507,0300000008,I'll be flying from Chicago to N Y C tonight.
508,0300000009,He will be making a position change from tight end to O L.
509,0300000010,"Turn up the A C, please."
510,0300000011,The man had to check in with his P O every week.
511,0300000012,L A is the city in America.
512,0300000013,Hartsfield Jackson International Airport is abbreviated A T L.
513,0300000014,My name is spelled S Y D.
514,0300000015,"I mean wood, W O O D not would."
515,0300000016,I usually play it on my P C.
516,0300000017,"I'm getting closer, E T A twenty minutes."
517,0300000018,He was stopped by the N Y P D.
518,0300000019,The zipper was stamped with the letters Y K K.
519,0300000020,"That's not how you spell my name, F Y I."
520,0300000021,I want to exchange G B P for U S D.
521,0300000022,The game is going into O T.
522,0300000023,D I Y crafts has become popular in recent years.
523,0300000024,All I can say is S M H.
524,0300000025,It requires O E M parts.
525,0300000026,The show starts at five o'clock G M T.
526,0300000027,Please stay around after the show for an F A Q.
527,0300000028,He received a bottle of V S O P cognac for his birthday.
528,0300000029,Stay tuned to K S Q P for more great music.
529,0300000030,D C stands for direct current.
530,0300000031,He was accepted into G W University.
531,0300000032,He was on the cover of X X L magazine.
532,0300000033,Let's go to the pub and grab an I P A after work.
533,0300000034,I need an F A to look over the documents.
534,0300000035,"O M G, did you see the video?"
535,0300000036,I heard F I U has a really good business school.
536,0300000037,What happened to the A C D C poster you had?
537,0300000038,Please send in your C V before Monday for consideration for the position.
538,0300000039,The sinking boat sent out an S O S signal.
539,0300000040,You will need your I D when checking in.
540,0300000041,You need a J D degree to practice law.
541,0300000042,The young boy was diagnosed with A D H D.
542,0300000043,He earned a master's degree from N E U.
543,0300000044,Please send me the U R L of the website.
544,0300000045,He signed a deal to compete in the featherweight division of the U F C.
545,0300000046,I got my P M P certificate yesterday.
546,0300000047,I need to hire a D J for my wedding party.
547,0300000048,I will be majoring in C S.
548,0300000049,I think there is something wrong with the S D card.
549,0300000050,I scored really high on my G R E.
